trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30
9273333256.411112,8769999911.150002,11720740658.405901,9364999908.175003,10339999903.300003,9924090822.693598,11098333247.286114,9674999906.625004,10044999904.775003,9244999925.775002,9372380864.929482,10699999918.500002,7664999916.675002,9379655105.182583,10709999901.450003,8909999910.450003,11994090812.3436,10509999902.450003,11239090816.118597,9824999905.875004,9769655103.23258,9594999907.025003,8798333258.786114,10967820447.396269,9802380862.779482,9888333253.336113,9554230695.71997,10324999903.375004,10860740662.7059,9394999925.025003
9273333256.411112,6832820468.07127,8693333259.311113,9364999908.175003,8179565143.034123,9924090822.693598,9770740668.155901,9674999906.625004,8994090827.343597,9244999925.775002,9372380864.929482,10077380861.404482,7664999916.675002,9379655105.182583,9213333256.711113,8909999910.450003,9299999908.500004,8359999913.200003,11234999898.825005,9514655104.507582,9109285646.800512,9184999909.075003,8798333258.786114,9187380865.85448,8971666602.919447,7424999917.875002,9554230695.71997,10324999903.375004,9549999907.250002,9394999925.025003
8427820460.09627,6832820468.07127,8664999911.675001,9364999908.175003,8179565143.034123,9180161226.835928,9630740668.8559,9674999906.625004,8994090827.343597,9244999925.775002,9372380864.929482,10077380861.404482,7664999916.675002,8534999912.325003,9213333256.711113,8909999910.450003,9299999908.500004,8359999913.200003,10754999901.225004,8254999913.725003,9109285646.800512,8838235235.56661,8399090830.318597,9187380865.85448,8971666602.919447,7424999917.875002,9474999907.625004,10324999903.375004,9549999907.250002,9394999925.025003
8427820460.09627,6832820468.07127,8664999911.675001,7579999934.100001,8179565143.034123,8195161231.760927,9630740668.8559,8372380869.9294815,8994090827.343597,8718333259.186113,8974999910.125004,9794999906.025003,7664999916.675002,8534999912.325003,8974999910.125004,8289999913.550004,8838235235.56661,7694999916.5250025,10570740664.155901,8254999913.725003,9109285646.800512,8838235235.56661,8399090830.318597,7134655116.407581,8971666602.919447,7424999917.875002,9474999907.625004,10324999903.375004,9549999907.250002,9394999925.025003
8427820460.09627,6832820468.07127,8146428517.227042,7579999934.100001,7954999915.225002,8109565143.384122,9630740668.8559,8372380869.9294815,8994090827.343597,8718333259.186113,8974999910.125004,9024999909.875004,7664999916.675002,8534999912.325003,8849999910.750002,8289999913.550004,8838235235.56661,7694999916.5250025,10165740666.1809,8254999913.725003,8185161231.810926,8764999911.175003,8399090830.318597,7134655116.407581,8689090828.868597,7424999917.875002,9474999907.625004,9443333255.561113,9199999909.000002,7932820462.57127
8427820460.09627,6832820468.07127,7879655112.682581,7579999934.100001,7954999915.225002,8109565143.384122,9630740668.8559,8372380869.9294815,8994090827.343597,8513333260.211112,8974999910.125004,8929999910.350002,7664999916.675002,8534999912.325003,8849999910.750002,8289999913.550004,8524999912.375003,7342820465.521269,9768333253.936113,8254999913.725003,8185161231.810926,6297820470.746269,8399090830.318597,7134655116.407581,8689090828.868597,7424999917.875002,9474999907.625004,8358333260.986113,8824999910.875002,7932820462.57127
8427820460.09627,6832820468.07127,7117820466.646269,7579999934.100001,6926428523.327042,8109565143.384122,9549999907.250002,8372380869.9294815,8994090827.343597,8343333261.061113,8974999910.125004,8159999914.200002,7664999916.675002,8534999912.325003,7559999917.200003,8289999913.550004,8399999913.000002,7342820465.521269,9165740671.1809,7934999915.325002,8185161231.810926,6297820470.746269,8399090830.318597,7134655116.407581,8449999929.750002,7424999917.875002,9474999907.625004,8358333260.986113,7892820462.77127,7653235241.491611
8427820460.09627,6832820468.07127,7117820466.646269,7559999917.200003,6926428523.327042,8043235239.541609,9549999907.250002,8253333261.511113,8994090827.343597,7404655115.057581,8739999911.300003,8159999914.200002,7270161236.385927,8534999912.325003,7559999917.200003,8044999943.368751,8399999913.000002,7342820465.521269,9165740671.1809,7934999915.325002,8185161231.810926,6297820470.746269,8399090830.318597,7134655116.407581,8449999929.750002,7424999917.875002,8484999912.575003,8358333260.986113,7874999915.625002,7653235241.491611
8427820460.09627,6832820468.07127,7117820466.646269,7559999917.200003,6926428523.327042,8043235239.541609,9549999907.250002,8253333261.511113,8994090827.343597,7404655115.057581,8739999911.300003,8159999914.200002,6982820467.32127,8198333261.786113,7559999917.200003,7669565145.584123,7134999947.918751,7342820465.521269,9165740671.1809,7634999945.418751,8166060549.895134,6297820470.746269,8399090830.318597,7134655116.407581,8449999929.750002,7424999917.875002,8484999912.575003,8358333260.986113,7439999917.800002,7653235241.491611
8427820460.09627,6832820468.07127,6837820468.04627,7559999917.200003,6926428523.327042,8043235239.541609,9549999907.250002,8253333261.511113,8994090827.343597,7404655115.057581,8649999911.750002,8159999914.200002,6982820467.32127,8198333261.786113,7559999917.200003,7669565145.584123,7134999947.918751,7342820465.521269,9165740671.1809,7634999945.418751,7923333263.161113,6297820470.746269,8399090830.318597,7134655116.407581,8449999929.750002,7424999917.875002,8394999913.025003,7197820466.246269,7439999917.800002,7653235241.491611
8427820460.09627,6832820468.07127,6632820469.07127,7559999917.200003,6926428523.327042,8043235239.541609,8243333261.561114,8253333261.511113,8728333259.136112,7404655115.057581,8564999912.175002,8159999914.200002,6982820467.32127,8198333261.786113,7559999917.200003,7469999917.6500025,7134999947.918751,7342820465.521269,9165740671.1809,7472820464.87127,7923333263.161113,6297820470.746269,8399090830.318597,7134655116.407581,8449999929.750002,7424999917.875002,7574999917.125003,7197820466.246269,7439999917.800002,7653235241.491611
8427820460.09627,6832820468.07127,6132820471.57127,7559999917.200003,6926428523.327042,8043235239.541609,8064655111.757581,8253333261.511113,8728333259.136112,7404655115.057581,7749999916.250002,8159999914.200002,6982820467.32127,8198333261.786113,7164999919.175003,7469999917.6500025,7134999947.918751,7342820465.521269,8960740672.2059,7134999947.918751,7923333263.161113,6297820470.746269,8168333261.936112,7134655116.407581,8449999929.750002,7424999917.875002,7574999917.125003,7197820466.246269,7439999917.800002,7653235241.491611
8427820460.09627,6832820468.07127,6132820471.57127,7559999917.200003,6926428523.327042,8043235239.541609,8064655111.757581,8253333261.511113,8728333259.136112,7404655115.057581,7664999916.675002,8159999914.200002,6982820467.32127,8198333261.786113,7164999919.175003,7469999917.6500025,7134999947.918751,7342820465.521269,8845740672.780901,6972820467.371269,7923333263.161113,6297820470.746269,8168333261.936112,7134655116.407581,8449999929.750002,7424999917.875002,7574999917.125003,7197820466.246269,7439999917.800002,7653235241.491611
8427820460.09627,6832820468.07127,6132820471.57127,7559999917.200003,6926428523.327042,8043235239.541609,6682820468.821269,8253333261.511113,8728333259.136112,7404655115.057581,7664999916.675002,8159999914.200002,6982820467.32127,8198333261.786113,7144999919.2750025,7469999917.6500025,7134999947.918751,7342820465.521269,8845740672.780901,6972820467.371269,7923333263.161113,6297820470.746269,8168333261.936112,7134655116.407581,8449999929.750002,7424999917.875002,7574999917.125003,7197820466.246269,6982820467.32127,7653235241.491611
8427820460.09627,6832820468.07127,6132820471.57127,7203333266.761112,6926428523.327042,8043235239.541609,6682820468.821269,8253333261.511113,8728333259.136112,7404655115.057581,7664999916.675002,8159999914.200002,6982820467.32127,8198333261.786113,7144999919.2750025,7369565147.084123,7134999947.918751,7342820465.521269,8845740672.780901,6972820467.371269,7923333263.161113,6297820470.746269,8168333261.936112,7134655116.407581,8449999929.750002,7424999917.875002,7574999917.125003,7197820466.246269,6982820467.32127,7653235241.491611
8427820460.09627,6832820468.07127,6132820471.57127,7203333266.761112,6926428523.327042,8043235239.541609,6682820468.821269,8253333261.511113,8128333262.136113,7404655115.057581,7594999917.0250025,7809999915.950003,6982820467.32127,8198333261.786113,7144999919.2750025,7369565147.084123,7134999947.918751,7342820465.521269,8845740672.780901,6972820467.371269,6761428524.152041,6297820470.746269,8168333261.936112,7134655116.407581,8449999929.750002,7424999917.875002,7489999917.550002,7197820466.246269,6982820467.32127,7653235241.491611
