trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30
10249999920.750002,10529999902.350002,11153333247.011112,9614999906.925003,10573333249.911112,9909285642.800512,9349999908.250004,10499999902.500002,9594999924.025002,9049999909.750004,9798333253.786114,10619999901.900003,11554565126.159124,9624999923.875002,9364999908.175003,9359999908.200003,10469999919.650002,10328333251.136114,11229655095.932583,9834999905.825005,7515161235.160926,10054999904.725002,8874999910.625004,10813235225.69161,8969655107.23258,10779999901.100004,10364999903.175005,10454999902.725002,9403333255.761114,10203333251.761112
10249999920.750002,10138333252.086113,10954999900.225002,9614999906.925003,10312380860.22948,9748333254.036112,9349999908.250004,10499999902.500002,9594999924.025002,9049999909.750004,9798333253.786114,10619999901.900003,10989999900.050003,9624999923.875002,9364999908.175003,9359999908.200003,10469999919.650002,9654999906.725002,11229655095.932583,9729999906.350002,7515161235.160926,9748333254.036112,8874999910.625004,10813235225.69161,8969655107.23258,10509090819.768599,9995740667.030901,10029999904.850002,9403333255.761114,9898333253.286114
10249999920.750002,10138333252.086113,8624999911.875004,9614999906.925003,10312380860.22948,9748333254.036112,9349999908.250004,7574999917.125003,9594999924.025002,9049999909.750004,7724999916.375002,8248333261.536113,8703333259.261112,9624999923.875002,9364999908.175003,9359999908.200003,9709090823.768599,9654999906.725002,11229655095.932583,9729999906.350002,7515161235.160926,9748333254.036112,8874999910.625004,10813235225.69161,8969655107.23258,10509090819.768599,8858333258.486113,9789999906.050003,9403333255.761114,9898333253.286114
9169999909.150003,10069565133.584124,8624999911.875004,9614999906.925003,10312380860.22948,9748333254.036112,9349999908.250004,7574999917.125003,9594999924.025002,8839999910.800003,7724999916.375002,8248333261.536113,8703333259.261112,8754655108.30758,8851428513.702042,9359999908.200003,8724999911.375002,9654999906.725002,9500116223.078112,9729999906.350002,7515161235.160926,8794999911.025003,8071428517.602042,8722820458.62127,8969655107.23258,9379999908.100004,8858333258.486113,9038333257.586113,9403333255.761114,9784565135.009123
9169999909.150003,10069565133.584124,8624999911.875004,9614999906.925003,10312380860.22948,9748333254.036112,8355161230.960928,7260161236.435927,9594999924.025002,8749999911.250002,7724999916.375002,8248333261.536113,8703333259.261112,8754655108.30758,8851428513.702042,9359999908.200003,8724999911.375002,9654999906.725002,8887380867.35448,9729999906.350002,7515161235.160926,8794999911.025003,8071428517.602042,8722820458.62127,8531428515.302041,9379999908.100004,8858333258.486113,9038333257.586113,9403333255.761114,9784565135.009123
9169999909.150003,10069565133.584124,7519999917.4000025,9614999906.925003,9174999909.125002,9748333254.036112,8355161230.960928,7260161236.435927,9594999924.025002,8749999911.250002,7724999916.375002,8248333261.536113,8479999912.600002,8754655108.30758,8851428513.702042,9359999908.200003,8724999911.375002,9654999906.725002,8887380867.35448,9729999906.350002,7515161235.160926,8384285650.425511,7494999917.5250025,8674999911.625002,8531428515.302041,9379999908.100004,8858333258.486113,9038333257.586113,9353333256.011112,9784565135.009123
9169999909.150003,8975740672.1309,7519999917.4000025,9614999906.925003,9174999909.125002,9748333254.036112,8355161230.960928,7260161236.435927,9594999924.025002,8749999911.250002,7724999916.375002,8248333261.536113,8479999912.600002,8582804825.676101,8851428513.702042,9359999908.200003,8724999911.375002,9654999906.725002,8887380867.35448,9509999907.450005,7515161235.160926,8384285650.425511,7494999917.5250025,8674999911.625002,8368333260.936113,9379999908.100004,8854999910.725002,9038333257.586113,9014655107.007582,9784565135.009123
9169999909.150003,8975740672.1309,7519999917.4000025,8658333259.486113,9174999909.125002,8754999911.225002,8355161230.960928,7260161236.435927,7383235242.84161,8749999911.250002,7724999916.375002,8248333261.536113,8479999912.600002,8582804825.676101,8851428513.702042,9359999908.200003,8724999911.375002,9174655106.20758,8887380867.35448,9509999907.450005,7515161235.160926,8384285650.425511,7494999917.5250025,8674999911.625002,8368333260.936113,9379999908.100004,8509090829.768598,9038333257.586113,9014655107.007582,9784565135.009123
9169999909.150003,8975740672.1309,7474999917.625002,8658333259.486113,7872804829.226101,8754999911.225002,8355161230.960928,7260161236.435927,7383235242.84161,8749999911.250002,7724999916.375002,8248333261.536113,7894999915.525002,8582804825.676101,8560161229.935927,8809655108.032583,8724999911.375002,9174655106.20758,8887380867.35448,9509999907.450005,7515161235.160926,8384285650.425511,7494999917.5250025,8674999911.625002,8368333260.936113,9073333257.411112,8509090829.768598,9014655107.007582,9014655107.007582,9784565135.009123
9169999909.150003,8975740672.1309,7474999917.625002,8658333259.486113,7872804829.226101,8754999911.225002,8355161230.960928,7260161236.435927,7383235242.84161,8749999911.250002,7724999916.375002,7819999915.9000025,7894999915.525002,8582804825.676101,8560161229.935927,8809655108.032583,8724999911.375002,9113333257.211111,8887380867.35448,9509999907.450005,7515161235.160926,8384285650.425511,7494999917.5250025,8674999911.625002,8368333260.936113,9073333257.411112,8509090829.768598,9014655107.007582,9014655107.007582,9784565135.009123
9169999909.150003,8975740672.1309,7474999917.625002,8658333259.486113,7872804829.226101,8754999911.225002,6909655117.532581,7260161236.435927,7383235242.84161,8590161229.785927,7724999916.375002,7819999915.9000025,7894999915.525002,8582804825.676101,8560161229.935927,8544999912.2750025,8724999911.375002,9113333257.211111,8887380867.35448,9459999907.700005,7515161235.160926,8384285650.425511,7494999917.5250025,8114999914.425002,8368333260.936113,9073333257.411112,8509090829.768598,8949655107.332582,9014655107.007582,9683333254.361113
9169999909.150003,8269999913.6500025,7474999917.625002,8658333259.486113,7872804829.226101,8227820461.09627,6909655117.532581,7260161236.435927,7383235242.84161,8590161229.785927,7724999916.375002,7819999915.9000025,7894999915.525002,8582804825.676101,8560161229.935927,8544999912.2750025,8724999911.375002,7655161234.460927,8887380867.35448,9459999907.700005,7515161235.160926,8384285650.425511,7494999917.5250025,8114999914.425002,7993235239.79161,8307820460.69627,8509090829.768598,8635740673.8309,9014655107.007582,9683333254.361113
9169999909.150003,8269999913.6500025,7474999917.625002,8658333259.486113,7872804829.226101,7472820464.87127,6909655117.532581,7260161236.435927,7383235242.84161,8590161229.785927,7724999916.375002,7819999915.9000025,7468333265.436112,8582804825.676101,8560161229.935927,8544999912.2750025,8724999911.375002,7655161234.460927,8887380867.35448,9459999907.700005,7515161235.160926,8384285650.425511,7494999917.5250025,8114999914.425002,7940161233.035927,8307820460.69627,8509090829.768598,8635740673.8309,7324655115.4575815,8799999911.000002
9169999909.150003,8269999913.6500025,7474999917.625002,8658333259.486113,7872804829.226101,7472820464.87127,6909655117.532581,7260161236.435927,7383235242.84161,8514999912.425003,7704999916.475002,7819999915.9000025,7468333265.436112,8004999914.975002,8560161229.935927,8544999912.2750025,8724999911.375002,7655161234.460927,8182380870.87948,9459999907.700005,7515161235.160926,8269285651.000512,7494999917.5250025,8114999914.425002,7229999918.850002,8307820460.69627,7784999916.075003,8635740673.8309,7324655115.4575815,8799999911.000002
