trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30
10629999901.850004,9925161223.110928,7062820466.92127,8314999913.425003,10084999904.575003,10154999904.225002,11553333245.011112,10585740664.0809,11409999897.950003,8244655110.857582,11271666591.419447,8699999940.09375,9159999909.200003,9370161225.885927,9410740669.9559,12077380851.40448,11407380854.75448,11360161215.935928,11804999912.975002,9674999906.625004,8579999912.100003,12894090807.8436,10407380859.75448,9158333256.986113,11534999897.325003,10792380857.829481,8509999912.450003,11657380853.50448,10363333250.961113,10654999901.725004
9913333253.211113,9925161223.110928,7062820466.92127,8314999913.425003,10084999904.575003,9303235233.24161,9153333257.011112,10585740664.0809,11014999899.925003,8244655110.857582,8859999910.700003,8534999912.325003,9159999909.200003,9370161225.885927,7685740678.5809,8257820460.94627,10104655101.557583,11360161215.935928,11804999912.975002,9674999906.625004,8579999912.100003,12894090807.8436,10407380859.75448,9158333256.986113,11534999897.325003,10792380857.829481,8509999912.450003,9844655102.85758,10363333250.961113,10654999901.725004
9913333253.211113,9925161223.110928,7062820466.92127,8314999913.425003,10084999904.575003,9303235233.24161,9153333257.011112,10585740664.0809,11014999899.925003,8244655110.857582,8799999911.000002,8534999912.325003,9159999909.200003,9370161225.885927,7685740678.5809,8257820460.94627,10104655101.557583,11360161215.935928,11359999898.200003,9674999906.625004,8579999912.100003,12644999891.775003,10407380859.75448,9158333256.986113,10909090817.768599,10792380857.829481,8509999912.450003,9844655102.85758,10363333250.961113,10544655099.35758
9913333253.211113,9925161223.110928,7062820466.92127,8314999913.425003,10084999904.575003,9303235233.24161,9153333257.011112,10585740664.0809,11014999899.925003,8244655110.857582,8799999911.000002,8534999912.325003,9159999909.200003,9370161225.885927,7685740678.5809,8257820460.94627,10104655101.557583,11360161215.935928,11359999898.200003,9365161225.910929,8579999912.100003,11669999896.650003,10407380859.75448,9158333256.986113,10487380859.35448,10792380857.829481,8509999912.450003,9844655102.85758,10363333250.961113,9079999909.600004
9913333253.211113,9925161223.110928,6357820470.44627,8314999913.425003,10084999904.575003,9303235233.24161,9153333257.011112,10585740664.0809,11014999899.925003,8212380870.729481,8799999911.000002,8534999912.325003,9159999909.200003,9370161225.885927,7685740678.5809,8257820460.94627,8484655109.65758,11360161215.935928,11359999898.200003,9365161225.910929,8579999912.100003,11669999896.650003,9389999908.050003,9158333256.986113,10487380859.35448,10792380857.829481,8509999912.450003,9844655102.85758,10363333250.961113,8122820461.62127
9913333253.211113,9925161223.110928,6357820470.44627,8314999913.425003,10084999904.575003,9303235233.24161,8693333259.311113,9744999906.275003,9249999908.750004,8212380870.729481,8799999911.000002,8534999912.325003,9159999909.200003,8954999910.225002,7685740678.5809,8257820460.94627,8484655109.65758,11360161215.935928,11359999898.200003,9365161225.910929,8579999912.100003,11669999896.650003,9389999908.050003,9158333256.986113,10487380859.35448,10792380857.829481,8509999912.450003,9844655102.85758,10223333251.661114,8122820461.62127
9913333253.211113,9925161223.110928,6357820470.44627,8314999913.425003,10084999904.575003,9303235233.24161,8693333259.311113,9744999906.275003,7644999945.368751,8212380870.729481,8799999911.000002,7282820465.82127,9159999909.200003,8954999910.225002,7685740678.5809,7062820466.92127,8484655109.65758,11360161215.935928,9728333254.136112,9365161225.910929,8579999912.100003,11669999896.650003,9389999908.050003,9158333256.986113,10487380859.35448,9776428509.077044,8509999912.450003,8843333258.561113,10223333251.661114,8122820461.62127
9913333253.211113,9925161223.110928,6357820470.44627,8314999913.425003,10084999904.575003,9303235233.24161,8693333259.311113,9744999906.275003,7644999945.368751,8212380870.729481,8799999911.000002,7282820465.82127,9159999909.200003,8954999910.225002,7685740678.5809,7062820466.92127,8484655109.65758,11360161215.935928,9728333254.136112,9365161225.910929,8579999912.100003,11669999896.650003,9389999908.050003,9158333256.986113,10487380859.35448,9776428509.077044,7917380872.204481,8843333258.561113,7404655115.057581,8122820461.62127
8928333258.136112,9925161223.110928,6357820470.44627,8314999913.425003,10084999904.575003,9303235233.24161,8693333259.311113,9544285644.625513,7644999945.368751,8212380870.729481,8799999911.000002,7282820465.82127,9159999909.200003,8954999910.225002,7685740678.5809,7062820466.92127,8484655109.65758,11360161215.935928,9728333254.136112,9365161225.910929,8579999912.100003,11669999896.650003,9389999908.050003,9158333256.986113,10487380859.35448,9776428509.077044,7917380872.204481,8843333258.561113,7404655115.057581,8122820461.62127
8928333258.136112,9925161223.110928,6357820470.44627,8314999913.425003,10084999904.575003,9254999908.725002,8693333259.311113,9544285644.625513,7644999945.368751,8212380870.729481,8799999911.000002,7282820465.82127,9159999909.200003,8954999910.225002,7685740678.5809,7062820466.92127,8484655109.65758,11360161215.935928,9728333254.136112,9365161225.910929,8579999912.100003,10952380857.029482,9389999908.050003,9158333256.986113,9113333257.211111,9776428509.077044,7917380872.204481,8843333258.561113,7404655115.057581,8122820461.62127
